appmetrica_device_id,split
12173809587831258876,train
4505622141381222865,train
13804067951922544978,train
15696308876980146162,train
17475510937134208428,train
16667874761172787281,train
7150368985161976280,train
6888408757385409649,train
4546168552373174545,train
399243383822630840,train
11644960853956122694,train
12473233956088428007,train
6054040819247081444,train
7214737814220019055,train
2104425562107929824,train
10254720769487085116,train
11822484521438860803,train
10988350134017681524,train
43164391177899277,train
5139697551637701274,train
17668974421810555170,train
9217044560662638522,train
16692347472331103482,train
9821842695865892360,train
7066967070051407945,train
13861420153258729910,train
10921639082934958016,train
5314146618338505898,train
3685384289658162078,train
7762758151551329689,train
11919984875400995233,train
1334269447684845123,train
5471657981066159043,train
16171263629662402081,train
2895414663479982424,train
15947490070104895155,train
249934573581508064,train
17815136659352822090,train
8591352160086506310,train
44043832342620580,train
7358594425579775608,train
6641825898155664202,train
679556923697239878,train
4356069746269434778,train
4693410718468004232,train
4465082514653717618,train
17899041169424674500,train
14919786210511575432,train
11917666861700970202,train
15359611510226985120,train
1048127467311664820,train
11082523812484853788,train
18258516739251058593,train
5292082468896632430,train
1750096452110181119,train
1916669691109175012,train
8497550499476297675,train
9400018818793911085,train
2675878768610635459,train
1666401563885782113,train
8411699974597574547,train
664485063222375982,train
12142158478357569131,train
13556906232164942245,train
15130698707843445695,train
5341403064831969372,train
1032031469475887838,train
9103028178457140055,train
14947639978076819699,train
12336929958424415060,train
6230138528642576796,train
7109748863943782019,train
1482218360666999034,train
6282331868352887216,train
14901376485134615212,train
11297200501569986349,train
12085641555700798179,train
3481111364083237997,train
816184401129441521,train
14979975296334945187,train
3032473209016183450,train
10497642818962492121,train
1996175252754121293,train
6446468424110542262,train
15213450467174191458,train
9832789708587442626,train
12846963618458614791,train
12635034056792153641,train
15391485946221177606,train
1670958736626579853,train
2664686595462017633,train
8043694120117026103,train
14282418183836207324,train
18339450025566435580,train
8697499407791455072,train
7145762369805136738,train
2719950660469547025,train
8520637128757346090,train
8257916218154790259,train
7625559264482365864,train
18083217102246942865,train
12013251795724388782,train
12986658527205357686,train
15043273988170229620,train
1909693972603722703,train
10809385566729596038,train
11952892019990800886,train
9605359782191990672,train
13579489923167449585,train
9832646234442492820,train
11542874396912352103,train
1462611185726998184,train
800323873339529309,train
4453800725178840038,train
3616254242205000507,train
1604037204187039337,train
15538645702278110445,train
13758212685245980570,train
12601257364473274651,train
7524172781948889631,train
16441919806864192274,train
16945435390985143921,train
11514611677529971134,train
16059017739087456834,train
8445188010612227559,train
17756745092687238779,train
8046601498888553125,train
12991318109740210409,train
6410226486887969058,train
5220539851314351851,train
2515492097080127063,train
10849004286990761949,train
2543044727566299093,train
17001167133687197179,train
10262310526625098877,train
16212443998315700706,train
9178359324164468722,train
18077479325379586429,train
7370020860647152184,train
6340493719221500437,train
6213404269345830673,train
2075541017152308947,train
1158093158330824398,train
7468594966473349272,train
1989565378267307493,train
15332293447883307132,train
9098583610664155584,train
17571632941263104362,train
6827758660496740122,train
15839975386201254445,train
796054118466785334,train
13429187378305840651,train
4965803763425050105,train
10674043511852969526,train
1737953656580317878,train
1330619110979977654,train
9271681378567222881,train
13827125742106308934,train
724231244862022207,train
7889994583751965751,train
10132672130753630872,train
5341683029834130789,train
10295820246429098189,train
4866520787645810398,train
12191776963448304949,train
242059276952106164,train
5743047128280547529,train
5001368128952617068,train
2601523070791926207,train
6974827908314218242,train
14118377648459510004,train
951738103568620967,train
4305253582636293129,train
13121925313335361125,train
17998363398054078602,train
18028043623216658611,train
6568867454483148806,train
2943358837058811664,train
7512117705040446681,train
9830624768592354573,train
12477810323780718664,train
6921468621810744621,train
13597899110334873980,train
17675737487997561234,train
8537093463540585264,train
8964736580414376412,train
15794964178318115833,train
3413474800393003590,train
14556545815326460906,train
16890701593181970592,train
10396451315059013150,train
4272922780767701645,train
13844175514015369095,train
14864868994517675744,train
3692755524452996376,train
7820480469280541836,train
4492396326250876415,train
4954034550948063384,train
7751482175039238529,train
8161593151760537249,train
5896554723264788186,train
3801434868365953709,train
9805259698647438366,train
12129098885055380251,train
3393502432536913245,train
17078776220696743058,train
13898313672612737200,train
6183451230568825511,train
13891691152451007618,train
3301910121307420142,train
5030732413842377259,train
8084563903523279686,train
11985224323693352644,train
6642250422249366932,train
16338685331496711720,train
5482781423341413783,train
3190092305774438885,train
17856007204492953407,train
17624682958419270514,train
16472793647391890680,train
14284803274874894957,train
4771887302789356895,train
17851233780491973462,train
6135278874758656301,train
3542445000065955186,train
18352862887522558574,train
5682616519293170744,train
377426860385797692,train
7594278967446195304,train
8370452750467187633,train
16534209306179261885,train
13742989224273009848,train
11190855977744310786,train
12417087262489702902,train
9518257297739294123,train
12163697630009542015,train
10677294687037517939,train
12972530389344408617,train
17353316283760414128,train
14936216267241674686,train
2658982126490043727,train
16132717282305762496,train
5744816817389278510,train
14937181164964262197,train
15220678148230047709,train
4309171465212351446,train
409109936943999282,train
14165630230426227138,train
8595289645037702996,train
8278646011581093276,train
12369321521300358134,train
12890888654657274577,train
9159655262611117192,train
6931091463182015266,train
15388355710591689364,train
6187935115704546866,train
9048457637988049278,train
16150026713721771103,train
13396020411027866015,train
413150674324108648,train
8846573531965114627,train
17593490371284345127,train
10892829689695445740,train
1368366328099529353,train
8154943191646205874,train
9915265284714911596,train
10690193080156256768,train
11234346478438493472,train
16744784209055955160,train
12482551170330099728,train
9799785330470961864,train
6346261068125327580,train
1560609574819042292,train
11738959444479864731,train
8078623484359424607,train
17525336609336305030,train
3270315211409379680,train
2455043601037067873,train
14906371237264465953,train
14506466776500161843,train
6217069325564062348,train
3421264868331983243,train
6150369381263079227,train
261860098750078303,train
8922497569503137930,train
14452124449505244162,train
5219507230465620710,train
8156670707882180896,train
1517944420829780301,train
2286582981809972442,train
11370555742968179163,train
13504555688555317399,train
1050945163690944766,train
12110495275989225290,train
16331528749389951307,train
5712253955374336958,train
8745291329069405365,train
4292505499434782916,train
7800332298421337709,train
5256369505095523477,train
9772545800174833471,train
18143367234221985403,train
12438562684058654448,train
6516438050846003970,train
6062653159941568987,train
17227251643925811758,train
1302474035765586909,train
11858544669684641141,train
2000887417911517533,train
1063436436896535675,train
4381157966731287069,train
2875609438151789973,train
8291613779966849138,train
8060385914607103498,train
2228495339400585176,train
6058310083649577176,train
9178043249134235274,train
11593284790474599490,train
3328540077924159770,train
7987179989478431601,train
8867464089792421475,train
2049240244581051627,train
10981533021941622723,train
6889159243253058522,train
17972061187835084484,train
10823608947157007567,train
3300186340870008060,train
8666193881739988323,train
16752033297353899254,train
3634317358839541878,train
38883062916768182,train
6530637226166980379,train
4565337651927007250,train
11515661703871150967,train
10037309034540548015,train
2468044810055281953,train
7008248257066363630,train
1884839212835991603,train
6612444540117749898,train
5443461671162291062,train
8447132330954316489,train
2985035835009718232,train
3234383214432073019,train
14610524589466200811,train
16888882834955276137,train
3574169730096569270,train
2596497552767024677,train
5290297071248850417,train
8065827634953396737,train
7071026510575947720,train
5518417584375139154,train
7047563104678807674,train
4242080268082408366,train
15743029936541308526,train
9084044906023962881,train
8641340815620695043,train
14378179703752883129,train
7506493301899112087,train
5738619095552244083,train
7099120695503551301,train
10157888853219450043,train
12332754548588612686,train
2353978198125681049,train
3711476966098749657,train
16017918981214226830,train
7985558294180782251,train
16471158715542103367,train
1267171185643033231,train
15297843719047838996,train
454177587852883647,train
13300888506615940998,train
5236598344504162619,train
1256745540285404730,train
10239338114631409697,train
6380217713422517842,train
15840512966655232704,train
4660889892637722611,train
35996670995113600,train
3207455712466174412,train
11105837886789250744,train
8322469297671507133,train
4755458679615684767,train
11561806749765280431,train
12512048956543467316,train
12715637366586814990,train
13063889600197718690,train
16613265521765292714,train
4447549099889848329,train
4555197287244643224,train
3107953899282938094,train
10378598494159517755,train
15954746561248557794,train
16606656367245260007,train
9142961254766049341,train
17302360500507782011,train
9667992995136550397,train
12585948060175273008,train
16869003012165692514,train
1832887292694463487,train
2871768391635564557,train
253069829069614704,train
12746516800532597253,train
13240858841293074328,train
10045847198152450902,train
15913090287968392413,train
14047445420223807654,train
14207006595193633266,train
13194481362427462206,train
15618094503974513570,train
17661040416396607199,train
6971337151962159703,train
4173103907934004678,train
1002308348118738813,train
2350965402603724949,train
13298892676830428588,train
4520733092272077345,train
2970736734877124829,train
10011393001227857972,train
13902515144755354112,train
5118830953533721205,train
4016240537983438720,train
3516339839372043606,train
14253196193808361414,train
4310355987804373538,train
16406052132152710415,train
12416692320296942899,train
7351109396773082526,train
12576994006952945404,train
6951787105439374887,train
18370549016120964252,train
8000319976884641724,train
15685259411669869533,train
9323628502779365341,train
9176527484140639571,train
18053140596430711327,train
16654718846810336385,train
10021559629531840508,train
10348848811002719984,train
8118028275980081254,train
5582469514206323463,train
10909733598945643262,train
8971150701780349985,train
9287720986726479744,train
10934316010917827255,train
16945753513939132893,train
6279371485069465573,train
10950224838568972067,train
11244995825901581631,train
14326937136959972978,train
10288107715480825199,train
5516039912546088355,train
9398312521283030857,train
5265456469311332875,train
15190951474502049234,train
6393269675267167397,train
948834338756609546,train
14692857927064916115,train
9662659388437334522,train
17702624363205793711,train
16890269629987563144,train
8524030622688364568,train
6914377972531302971,train
16307792231306503193,train
5523152352338175593,train
16614880423753907549,train
780582025045375939,train
10179582566185087464,train
2427884370332075873,train
8756104070847869830,train
15897248526079272806,train
12511820489376666012,train
3432258240211808775,train
214867615009380414,train
2621074921833116478,train
16229903519673079600,train
16356828039043592801,train
1899398255030860956,train
16792802699505684904,train
13132019068596497430,train
14351327855308217625,train
9499810376962029570,train
5551007555920802520,train
17406780412911086429,train
14249755285570067813,train
16797183507423468076,train
796789432678419926,train
11768255592628979875,train
17800192225691608164,train
7960999237097674488,train
4906586000995682876,train
534718378873696763,train
591151173704504455,train
3929459269297577474,train
13285179910160849485,train
10208256474236121597,train
11745125203737185405,train
6948321701757194655,train
1170902761906155023,train
5203447330083719653,train
16011255957527631073,train
16472335066890727987,train
1421193837882168423,train
2981389270876167677,train
17631068098357257964,train
3243169011326555204,train
7888244998593558979,train
6299956940562610916,train
16355882518975020540,train
17808805315919464564,train
489000156216862419,train
3857825664780579881,train
14840278963038898782,train
13452110082958553506,train
9297541166692975589,train
15025639173027957146,train
6835907687841728594,train
12301121538247682304,train
6074765393689520031,train
18403932635314536656,train
14838141029444415918,train
8272525650416480963,train
6124285139810578133,train
11114672784246498513,train
13956616480101212014,train
3003568055262267678,train
8871368835129068513,train
14471388871299098281,train
8372245576621361607,train
18222341912981275840,train
6383930569759173617,train
5147025779980819364,train
14403197930063680194,train
5062440886092211675,train
13644876602567643059,train
9044563128612245032,train
1640418512315340868,train
11069893918144424172,train
2164971838625727688,train
14180967258121306402,train
4799648602199421328,train
9000425087987610974,train
13165160077781758252,train
6874425275554067332,train
9731892799926497500,train
10761933976711008779,train
7374405879294980458,train
10773999428143928373,train
18437962184393261921,train
12511674724193231615,train
7408130765419066395,train
15539842851345695317,train
14010486595919649492,train
12201868117040451042,train
1187121137921472733,train
4218503367732575961,train
821371008418475843,train
7258220604426262256,train
12735738420315680681,train
10059925396532841763,train
385827522941365248,train
16291454183686560720,train
15350277981084635808,train
13314570326688797319,train
3297855211650023464,train
7217567549485495205,train
13281405648986315968,train
11608826890069005178,train
12523860669567711899,train
4186628781228760407,train
968697204787403295,train
9169650765081173214,train
843170196741304113,train
4204637448079483939,train
9533417327379150162,train
1943145590603473665,train
12070849612167974219,train
4593855125197256629,train
14888607612283449054,train
5171692621415516723,train
9111360222335707146,train
18283745704825181206,train
18373194914838786526,train
13732266676920026324,train
17634272574453002994,train
11310271674036662476,train
5415048418159066861,train
17680090062882003918,train
3004586374743232129,train
10563299292040489555,train
15492832476664071651,train
4357927397052332823,train
17782803632200958249,train
1466794664207948734,train
2430373763733932457,train
14020263344600810820,train
17119770332494777106,train
17912984988560627368,train
10243878793158521319,train
12084926407723822781,train
4923693502963214578,train
8710440493992061707,train
10797848998976750534,train
7656159707968408772,train
14916601809750176659,train
15519387491699591045,train
14330584564146529318,train
6386617841755859410,train
5386148253627876216,train
8582093948195554003,train
15671819424326236004,train
15775778499713524638,train
6498362798690826246,train
1135382786458633435,train
5314409806021646145,train
8356565449933515461,train
16662082310895723869,train
18107769892868241943,train
14180702957598163818,train
11142676361408837998,train
15147235947655245149,train
3184456157488151737,train
3445713263667308380,train
14710375904890765682,train
6205671277582339094,train
4591590979208849545,train
9094907903526705677,train
3198206856410868889,train
1898220417437258549,train
9068937663846194000,train
13406945425382857010,train
8002461147551703062,train
9532624442731312910,train
16778754741249298268,train
9667735644004181893,train
12047922786980871824,train
7279130928556511566,train
6572844850196679735,train
13960414370102080200,train
9687571120575871973,train
3923828733921411912,train
13362114648815654989,train
16385733589323833520,train
4881436031848672683,train
6091861979110893992,train
6471661645516704401,train
5985472497428430496,train
12972488485407245104,train
8824921796241228922,train
3305417228348477345,train
9386114574795582657,train
11189637961103767461,train
13967938488123453701,train
7274514671009454728,train
17273715284146290986,train
6448016922262506512,train
12818009745527501371,train
5884075114778399317,train
6567948825843260555,train
6632564666207311375,train
2543428690558317596,train
10409521979332400847,train
17624881459201742670,train
9804212092163586994,train
16278434266247242231,train
10628590646429446456,train
9567168260540577522,train
14774014017969996684,train
5127841191758891606,train
16330737171816466361,train
11413393506378371008,train
2564439509776230632,train
17564717505990357448,train
15576589472467309840,train
1140151470569927765,train
17324723250855437663,train
13718465551138551502,train
12952168567279120033,train
8985629003528851894,train
1351415833815666297,train
17812506243671274437,train
8570639476224501832,train
6661192961889053523,train
14170403076413660640,train
12337330474560745243,train
2504413178507856732,train
8705435542639970199,train
17868537299181094042,train
9763428221469020817,train
15012177584890732924,train
10203397800652832935,train
7056230384712281562,train
9379209344330365606,train
8166729449428722937,train
8422964446924935701,train
10142686986877238118,train
15308920821992982614,train
5344977187792512675,train
17372140116249682712,train
5027312219699608699,train
4359320474833274873,train
15778221696398336185,train
3853468856743197870,train
18184595086604731563,train
9238462659490847008,train
15473981297086227665,train
3014445914003909798,train
2769683578273497586,train
15195588318876333559,train
11547857935944136473,train
5944348847680052185,train
7111529705286061920,train
14573997623957923333,train
4574308030644878530,train
4071435072954334059,train
5234147173882919606,train
3729589631823414750,train
7230239785332923892,train
6643066839794210193,train
17094180314232938169,train
17602407031578321897,train
8557286439306802894,train
7702692771137420246,train
7609692717073476960,train
17799782381039623168,train
18308919583086610545,train
2076377830584306969,train
12840109324697048274,train
11554329864544963318,train
5434774879637923932,train
15624754015289146671,train
7233241296792074016,train
3845169024122567741,train
17885216972175235279,train
4111104569578708454,train
9832010495676276128,train
8509265016916568329,train
17696419928113860658,train
1207676539816632607,train
4089192353175416749,train
16692280453504162409,train
9832218454103256202,train
11455187872559411782,train
11568900700151155755,train
1074777597486113310,train
12261159435424716571,train
2120976092762982480,train
15612607787032123488,train
14155178011059662089,train
13794972978356060151,train
15788195229468026923,train
2983985804907951474,train
3023954283887070674,train
18375107666768217758,train
13895662290176204474,train
1759356549710439517,train
896957495937368362,train
1532948882851999731,train
11131950278196579232,train
12402041326147197959,train
13928517405335647403,train
3853277274858078770,train
9404062259420180122,train
9579039200058290429,train
2157028972309745261,train
7117154556399918388,train
15638398859363643871,train
11328577330633085009,train
15731042008099311540,train
137783538974851712,train
3525693420641753351,train
11395830017257878093,train
643394130673615829,train
6593801048598148336,train
5362179489265454634,train
16261012112705353190,train
11697019177465676046,train
3050939023366713949,train
3790610888803141601,train
6139314673216414322,train
3601575628743160672,train
6420548852229963607,train
16799695031675330967,train
10754005002228254378,train
6536311725541415956,train
11539782268173688357,train
2177003860305826115,train
12049058076352301398,train
8076466662669152120,train
11231986217193119735,train
7731227771725854155,train
6719097892199471831,train
9052883288391411740,train
7321742506082327538,train
13387379478716269538,train
6363895990190053451,train
14515016922484934519,train
5127054925483511810,train
1684263150879316833,train
14382481241442755415,train
1478130720810578513,train
2763191141363712921,train
10038190021431018122,train
5388124454220937665,train
2764531649927940540,train
11811900164103134034,train
4820295745959339620,train
5262147750993985717,train
13045321700922011763,train
4131580431611826902,train
4802575335113261678,train
202563547892978443,train
2883715036059244626,train
2698367226788349814,train
4304783603558816690,train
14922335455488896259,train
17035632830639261731,train
17216169596231605386,train
11552844991413722326,train
4454468161382133293,train
5364566138104383471,train
9807642385067561757,train
251146443328247828,train
15742941580476874413,train
164229426889780635,train
16007427362132471857,train
16183540054622521577,train
5741169696402004142,train
17724146431792804334,train
2178690620741304489,train
7264160702585116731,train
9197895031191718126,train
1515566277885756720,train
1509446751715912963,train
2343043054377169612,train
18352897040148537879,train
8647081936637042134,train
1006674461625651961,train
15453511288312611163,train
11519975046774636327,train
382281446171392425,train
8283691357653812709,train
2135616776462158428,train
10504547974753365977,train
13570873099098400793,train
8787077269328637285,train
2115069953895320286,train
11250319992313471685,train
2648470389562344245,train
13298409506537980209,train
7051868535318390902,train
2412883766564827425,train
2097707290815788925,train
13264203578715066597,train
3926568609955901321,train
5773322760489258258,train
16213396450299641221,train
11273032958215669817,train
11683685417041616362,train
17347708568341868152,train
5099133709663316217,train
14404661964841235977,train
6830105623737876955,train
17514097616780481621,train
14212294042017558368,train
9688678504354450659,train
2597465969940318370,train
7019529621083840597,train
7536824500899231672,train
967525286156894578,train
4520089049077023867,train
3547655508741896185,train
12965390145190821442,train
11366153655908417369,train
6025534948280740494,train
14366651272618626545,train
5368587899661442943,train
16458918036870145163,train
14222415284750782043,train
9686741516264199789,train
11942889380316809706,train
16182415754938716580,train
12694098467206976848,train
10994420990413390629,train
11775095772976693653,train
12252057643624223678,train
4860432814574878731,train
17026547643917708412,train
11208116367719054142,train
6573957969567212704,train
11335168738115529156,train
3648965203712926462,train
4998326727828308791,train
14071263807228815018,train
15298237145177983034,train
8118803788077645056,train
6776638477056722423,train
7014429967785793250,train
9064859376373415567,train
18221529084207319809,train
5457348740452617758,train
9270797442965812533,train
5593376813127564500,train
16059511858008758104,train
12852387149012094749,train
11663834119619300221,train
16857901431074836924,train
2932924839220879258,train
17181596894706225970,train
58125571512460471,train
6979501969100865403,train
1396974947203654368,train
10952454478072632645,train
17306426379047661591,train
8165912100723758407,train
16467240061474983439,train
16734335390337007433,train
8656953537344836159,train
10752365536891095333,train
15020834643970567454,train
5819623366873905470,train
14205393349063238415,train
3482194261445984452,train
782506020627578797,train
13102173369687636829,train
18301585217213780414,train
2292390588674029095,train
4243756244085902122,train
12495744022688653435,train
10559711336619969702,train
12836630946580348602,train
13938714095830730259,train
17046460784115819919,train
10760839085399788922,train
1137134752260435187,train
17682030105204550839,train
10679049972247025405,train
8721500454464698573,train
15151770185387988162,train
17039551713741844389,train
9032007789822990375,train
3081593539117876143,train
16022329958811548059,train
12054440065545953948,train
4177621866646460936,train
17932790400575617808,train
4845397566879406013,train
1991468737726290953,train
14403221081748552317,train
8155158156587791988,train
16157358418674763515,train
2207166416400775256,train
14185927125272754164,train
8621221824125147607,train
4574050335188044049,train
12336062544747836603,train
7297068062895268543,train
1541061935265308915,train
2149174222854746264,train
6164314631690978904,train
15544117516057396921,train
15045770307846527335,train
18296802681389471557,train
17742136678227926780,train
8669383750464792980,train
9804436417462226841,train
8454499355052465686,train
7507337510618280136,train
1852003732682231954,train
11796726279822728246,train
13515999816981707850,train
6580381889749893490,train
14952502631996404220,train
15767666281147100028,train
4019757721885870607,train
9286055086654567784,train
10947887350919526170,train
11966116420592599860,train
2516133953569495723,train
1124964537969329076,train
8406736767135639903,train
7990807212062776399,train
5843512003576997873,train
5389702543663317762,train
3638858142172096445,train
13053323052114443205,train
16731177669631833755,train
5098613951576556359,train
9631727857670559130,train
8729221652848540275,train
7777259969879541553,train
2989150916642435544,train
2918226351656317199,train
7661485805876031355,train
7942733397939229393,train
10616238832594942364,train
17887396357239684285,train
6920415682387781143,train
3172141825768447736,train
9315453822395698903,train
3718159104091342312,train
13044883627468817730,train
12064024559918547971,train
12878478214799065703,train
4689936381121366647,train
9871322975998648142,train
3322773704423209626,train
15998815822342509588,train
4338238299200142170,train
13377062826777524980,train
15714223810339966481,train
12597973348861611899,train
9347053619088927325,train
2786364066526200854,train
18269232791998412557,train
18050153385000985419,train
12568239288495149177,train
6848617594021272359,train
5237269685571656218,train
17343190728943973419,train
1398067510982858289,train
13579192577211840168,train
2662031031247321453,train
10481107198594836631,train
16622852556220727305,train
17157683201725935935,train
17704890080963787862,train
13598676810834394301,train
6638000445436957376,train
16720218780823159080,train
4894352831938276518,train
9992700775977655342,train
9006694438086097704,train
7629089982465276853,train
16268476660772410599,train
1581780295094587649,train
2156936308882413978,train
10967827137417010177,train
3954984569646011603,train
8737519819374437809,train
736761997052347396,train
8102666258046459475,train
7427513368150329725,train
17530858459779968202,train
1927980283294585531,train
15377011068519888671,train
515179947984715174,train
14320222487991564961,train
18236483082132137860,train
7010851981551334332,train
12235648542536942865,train
9837455627729587055,train
7164686373854266237,train
12522390656460884450,train
1043506976197414822,train
2086516532453506552,train
11441453727854132041,train
9573195808914474855,train
5299607944933173026,train
15542239782282919137,train
5837533867745791049,train
5036739403129097376,train
14521614690681750261,train
8506290260045203304,train
7678428586912532398,train
1849021449841758949,train
10893041447836824967,train
12317389901313874930,train
12602541725351656562,train
2891132876705553684,train
9814272369701430605,train
7021754455868714541,train
18135607172769386072,train
14983307422026772307,train
8789999615989019526,train
12694604393778428588,train
16565382675850767519,train
8079972388916579555,train
8734613711164903142,train
8716051066897936228,train
12940282208688263586,train
9047387116977361864,train
12710883779790043990,train
10814092901610849661,train
10981749884638394341,train
8499273009556919573,train
4238773513495506977,train
369759808039325021,train
3255698799967570730,train
18253196512860412032,train
1869988915283567899,train
3581527293837723498,train
16674382958806519996,train
12206236681578605076,train
12313927184763063181,train
16709270102793501223,train
6978030828461902536,train
196420111911408539,train
7667810911404993921,train
1166934219236625498,train
5498891699045926258,train
15647255658898749939,train
12670938245732972264,train
17519846646569151898,train
7882089415055597613,train
15261574484467930885,train
3067131691685106780,train
12131998627976930569,train
17920935989098895617,train
13321185039094306641,train
3407440606669033721,train
17373689045496003500,train
15867258716023834853,train
2933940140492469911,train
6459679085308150274,train
14649252846311101076,train
12215001599494624900,train
2787489344509566205,train
10584408752293540864,train
11428903456239891069,train
16858219021823540548,train
1632358377070911979,train
18126181283296841797,train
6928860755248529481,train
10536940032803323085,train
11955990090023780038,train
8760829276761347272,train
8759524255031018619,train
14577223697156807131,train
6681231084012675309,train
15529490174960517914,train
14031861121373481620,train
4703129187055812819,train
15168128184641654217,train
1797821909928262789,train
1407451816512548759,train
13040553064136609847,train
12482673339459414434,train
18233475411772917398,train
9191423621964267868,train
16049834836377138583,train
9419615642663581854,train
13732001174741180033,train
335200658808181726,train
17534866403464656132,train
78022168223769199,train
17936964069920208118,train
14794042325150064438,train
10881228526992050072,train
8259462379440557914,train
7123985641723206078,train
16002751337285960836,train
13078274584808050321,train
16908466140298370588,train
4179433891861830351,train
6384677100390483333,train
12263967126336357166,train
7565071201300879684,train
